actual,model,stock
122.458,128.44456976345788,60.914
123.206,129.16477843207667,62.492
123.777,129.31485352136687,62.775
123.634,128.0592666424349,59.206
123.285,127.73104644681734,58.595
122.833,126.19884781885315,55.125
122.393,125.90209035764916,54.13
122.172,125.5425490154636,53.105
122.801,126.49877775654622,55.435
122.911,126.56842581237258,55.935
123.097,125.52125617286673,53.685
123.177,125.70463520604598,53.785
123.059,126.18714584020691,54.625
122.935,127.49878934911672,58.11
122.986,126.5824227871854,56.245
122.929,125.99258057258606,55.18
122.981,125.91230062163969,55.375
122.963,126.13804894262378,55.545
123.16,124.56313029137812,51.215
123.018,123.82347419193746,48.703
123.102,123.51535134607921,49.223
123.201,123.36872783389319,49.275
123.102,123.12123171937988,49.095
123.334,123.21702715309499,49.335
122.969,123.43120388753482,50.06
122.968,123.24064881239481,49.92
123.058,123.72802101915632,50.42
123.4,124.48235191563533,52.235
123.75,125.20765737946414,54.05
126.45,125.53246356519364,54.555
128.469,126.44050559825938,56.915
128.781,126.48914608724108,56.915
129.125,126.38808204510792,56.135
128.248,126.45458374439187,55.95
128.282,126.19767355703951,56.02
128.178,126.74732669792859,57.45
128.088,126.6025222510199,56.84
127.745,127.2808847231752,58.54
127.995,126.41193501008684,57.185
127.781,125.92652894610325,56.495
126.739,125.07977082999305,53.325
125.134,125.21916748139904,53.605
123.85,125.04664824125075,52.96
122.141,124.68438895894388,51.705
121.105,124.11265264984623,50.905
120.911,123.77423870882288,50.74
120.305,124.11872910003737,51.21
118.566,124.9337254850297,52.905
119.247,125.55666793134002,54.21
121.788,125.69765029683319,54.965
120.774,124.32278995706994,51.26
120.0,123.27409113966105,48.358
118.902,122.53524423861543,47.193
118.82,122.99699473188055,48.23
118.734,123.81808546977663,50.01
118.019,122.81475130701232,48.13
117.036,122.2843663965938,46.58
116.464,122.2926598693295,46.76
116.267,123.37341862429724,49.04
117.137,123.84032889609011,50.585
117.212,123.95329758179251,50.7
117.356,123.8868656491689,50.585
118.14,124.42475125265587,51.685
118.573,124.42616411634472,51.74
118.404,125.22532352157083,53.48
118.528,125.88318600558526,54.76
118.778,125.105807716492,52.545
118.895,124.04763529993616,50.33
118.911,124.34533553194869,51.43
119.24,124.59784769821125,52.79
119.699,125.18630341624757,53.82
119.978,125.02377809215474,53.95
121.301,124.97041904805032,53.625
121.5,124.89991762060798,53.215
122.034,125.76534877017926,55.27
122.033,126.20277705288065,56.555
122.034,127.06039221395369,58.48
122.041,126.74635566824261,57.56
121.667,126.54305657612026,57.495
121.646,126.45574236335844,57.385
121.812,125.71118422031013,55.625
122.439,127.45855184821436,60.135
122.521,127.9817391535095,61.075
122.521,128.599509543162,63.025
122.771,129.02707807725483,64.22
123.189,129.402654432785,64.92
123.957,129.11054011670677,64.1
124.155,128.9155542383785,63.24
124.51,127.94776302057274,61.415
125.178,128.57133151334799,62.765
125.429,129.0395443132589,64.095
125.599,128.9844498957575,64.485
125.875,129.1366173103703,64.5
125.958,128.51850041408946,62.655
125.78,128.96962375436073,64.065
126.375,129.1515384793242,64.525
126.925,128.99093852676955,63.655
127.676,129.10261216664708,64.575
129.41,129.40361975268615,65.415
130.104,129.35469687269037,64.745
129.925,129.56091594584296,65.425
130.125,130.199386066197,67.235
130.352,129.79674669497277,67.19
129.196,129.5104628131359,66.515
129.437,129.9788632882209,68.385
129.063,130.67172806130753,70.2
128.801,130.23370332029248,68.185
126.311,129.64400259245218,67.185
126.607,129.91018122364682,67.91
126.968,129.6329451198548,66.09
126.5,128.00057250015323,61.21
125.928,127.71626614975852,60.11
125.417,126.22267581993644,56.645
120.746,125.00393384909736,53.555
123.904,127.65376442478956,60.985
123.482,127.41910159099938,60.365
123.167,127.4628968315551,59.505
123.6,127.76142281657812,60.54
122.744,126.79709024890684,57.735
122.719,126.78225159942781,57.275
121.816,127.05017442823646,58.155
120.604,126.49265174513904,56.355
121.415,125.90458309291297,54.925
117.5,126.17234127434725,55.83
117.375,126.01234219967,55.48
113.675,124.41092096407365,50.565
115.166,120.25939133937686,53.895
116.09,126.48959598336641,56.86
116.793,126.58714595040679,56.68
117.391,126.80786959624405,57.405
117.369,126.34472238839955,55.865
117.222,126.52168788841782,57.215
116.937,126.11496970937881,55.43
115.729,125.76940846692375,53.95
115.273,125.03445937146282,51.775
114.937,125.54869917282515,53.445
114.793,126.04337382081846,55.825
114.928,125.716902529282,54.325
115.4,125.59030537599133,54.885
115.288,126.00571826755478,55.465
115.685,126.1140684932056,55.635
116.112,126.52101993846703,57.195
116.107,126.10971193143232,56.375
116.958,126.34158090697514,56.675
117.03,127.49508964318134,58.985
116.92,127.38817089014896,58.68
116.912,126.50950560266911,56.37
116.501,125.78887427307006,54.265
116.869,126.14025116105046,55.415
116.127,125.45182735023127,53.83
115.984,125.65441608615049,53.705
114.985,124.89169907385515,52.205
115.004,125.63856511394391,54.605
115.075,125.90931457170889,54.785
115.869,126.68808058663475,56.945
116.621,127.10059103884387,58.195
117.107,127.7361806918213,60.705
118.377,128.2419733744645,61.705
119.02,128.41087444780302,62.22
119.45,128.88131322980394,63.87
120.319,128.33066443646564,63.035
120.057,128.03705814856025,61.92
120.037,127.42587655375664,59.605
120.043,127.21824641330961,59.25
120.175,127.41695694826083,59.83
121.534,127.60284452154283,61.015
121.533,128.47424158041568,63.54
121.459,128.17618932494221,63.51
122.247,128.87892976590834,65.98
125.159,130.66986186693813,71.725
125.065,129.906895880738,69.34
124.978,130.0713462233344,68.93
125.198,130.3738201130651,69.255
125.705,131.31992081379695,72.435
125.721,131.25560494021826,71.91
127.11,131.77094388011173,74.455
127.178,132.29908478372252,76.035
127.591,131.63999443003388,73.735
128.268,132.02740869395112,74.96
128.161,132.16452699794257,75.125
128.028,130.52709737373482,70.04
127.044,130.79995830066807,70.665
126.604,130.63221393927415,70.21
126.605,130.60214978530587,69.405
127.233,130.95173513750402,70.675
128.2,130.83748405445132,70.635
129.125,130.78658941153947,70.095
129.085,130.63275485311084,69.32
129.25,130.76156235533387,69.635
128.459,130.03475392991163,67.415
128.709,129.41765924765667,66.02
128.375,130.00707619495887,67.885
127.901,130.2689635912901,68.64
126.511,130.60867111406057,69.455
127.401,130.85357528733363,71.455
127.593,131.01223828154923,72.13
127.714,131.21614611131884,72.69
127.965,131.40376471459507,72.84
128.064,131.51113220983387,72.55
127.982,131.19167824839647,72.36
130.092,131.7872218390941,74.63
131.364,131.93778646033897,75.635
132.853,132.64460528630323,77.63
133.212,132.7375698034179,77.145
131.73,132.49996306198216,77.325
130.83,132.11855676006581,76.35
130.648,131.88290125724154,75.32
130.403,132.45274670054917,77.415
130.716,132.45216363559538,76.89
130.708,132.1463607840921,75.875
130.533,132.01150052623328,75.095
130.553,132.22633872296527,76.59
130.809,132.19596678309526,75.86
130.822,132.03752217343754,75.275
131.195,131.61647962189915,74.315
131.989,131.52903398253966,74.105
132.333,131.37305761290054,73.505
132.642,131.418674877324,73.315
133.546,132.00751522080054,75.685
134.771,132.15927056063214,76.38
135.163,131.36013353470992,73.935
134.964,131.39398575890016,73.405
135.735,131.47793590766727,73.805
135.787,130.9682217988901,72.775
136.19,130.88579808522167,72.585
135.857,130.32156755984008,70.485
136.001,130.12467212732412,70.16
136.064,130.81388911129687,72.215
136.108,130.14581965987588,70.515
135.818,130.2601690950774,70.38
136.148,130.33762906684964,70.37
136.308,130.6375232508874,71.855
136.859,129.50385670622575,68.03
136.561,129.0141976692245,67.995
136.499,129.43277836852815,69.11
136.648,129.10162422828847,67.95
136.698,129.5831275370729,68.935
136.862,129.80921487989994,69.59
137.14,128.95478006996166,67.38
137.013,129.54243743501593,69.19
136.952,129.98588944775705,70.265
136.952,129.83829083876319,69.8
136.239,129.40187027472348,68.65
135.654,129.05508944325658,68.53
135.186,128.63677607613073,67.63
134.084,128.87284302641456,68.565
133.15,129.0905557156317,69.56
133.774,129.24086431814533,69.875
133.883,128.0594495096176,66.59
134.009,128.15659447611657,66.37
134.208,128.51796427964587,67.78
134.187,128.36745260439406,66.71
133.612,122.43452348991059,63.96
133.151,127.6510953338565,63.365
131.985,127.79853966771378,64.355
131.898,127.84833321834,64.705
130.786,127.10348618793503,61.845
130.528,126.59654181541148,60.565
126.596,126.85545126590921,60.495
128.14,127.6468136456275,64.055
128.307,128.31789643146365,66.59
129.371,128.29211864526394,66.385
129.426,128.09753205482428,66.09
129.459,128.14323128436035,66.695
129.454,128.20400560722862,67.66
129.222,128.55419983620186,68.29
128.962,128.5551214041382,68.395
128.763,128.26895820825703,68.835
128.612,128.32077420538315,69.32
128.106,128.18636745692527,68.57
127.833,128.29266872421297,68.93
127.682,127.7563488706446,66.505
127.407,127.7722682438145,66.88
127.29,128.09408409730543,68.445
127.22,128.21531208130332,68.925
127.399,128.16472814385946,68.525
127.199,128.19374526960019,68.695
127.189,127.62423603347858,67.63
127.11,127.80590751430553,66.985
127.11,127.81732453751354,65.815
127.699,128.2059991478729,67.87
128.726,128.17828256389797,68.515
128.777,127.65177255802791,67.24
128.564,127.37542968635843,66.515
128.122,126.7804304407806,65.195
128.497,126.85332801044413,66.185
128.794,126.82920523806598,67.74
128.963,127.20359597746199,68.535
128.944,127.44868799799029,69.605
128.794,127.03662355580869,68.125
128.988,126.8209753912059,67.87
128.94,126.45071605356964,66.255
128.977,126.49876764792062,66.84
129.133,126.69836139388181,67.39
129.425,126.21477720748567,65.045
129.656,126.34970221805358,63.14
129.814,125.83486380770243,63.015
129.782,125.9450699318162,63.46
129.782,125.64433082575619,61.895
129.651,125.92342261378514,63.19
129.881,125.88351395390798,64.425
130.125,125.25325527329892,64.365
130.278,125.09009020049716,63.035
130.506,125.01574237303794,63.755
130.95,125.12894769166394,64.565
131.45,125.61504386808886,65.97
131.777,125.17972617464349,65.445
131.921,125.37381202731908,65.85
131.656,125.72210027000828,66.82
131.771,125.5251928032057,65.695
131.971,125.77096359585963,66.875
133.922,125.79862008996851,67.12
134.333,126.49825106825833,69.135
134.494,126.20740978450577,69.275
134.666,125.68668527270091,66.625
134.61,125.30244100969486,66.31
134.256,124.96666953206258,65.505
134.137,125.3538940120603,65.785
134.734,124.9094975322572,62.87
135.672,124.66173466899787,61.98
136.352,124.3117849522138,61.755
136.652,124.57480303162767,62.7
136.89,124.46508115297412,62.89
136.989,124.41136613538599,62.16
136.71,124.24315780603533,61.04
136.904,124.15551378260523,61.525
136.929,124.09577072776075,61.385
136.654,124.11578044626953,60.58
135.925,124.5534505025468,61.185
135.966,124.65487991152683,60.635
134.998,124.50549416256418,60.395
135.254,124.42574590554352,59.445
135.199,124.15724220521241,59.445
135.346,124.40250655431,59.74
135.529,124.58416961072102,60.76
135.49,124.0931417724507,61.17
135.618,123.9631214689993,60.23
135.627,124.09972898514754,60.355
135.688,124.0669250645042,60.085
136.001,124.19940795128474,60.58
136.201,123.83937334791753,60.205
136.118,123.37092598727618,58.59
136.029,123.0517175723558,58.105
136.206,123.67700472281238,61.0
136.569,123.59125023220827,60.35
136.724,122.9733795184353,59.615
137.237,123.74993057509138,61.97
137.409,123.90044511387046,61.865
137.309,123.98701825763547,62.16
137.796,123.86765576364327,62.355
137.857,124.13885399354865,60.315
138.142,124.18258856993018,60.67
137.954,124.12387275001566,59.995
138.234,124.31360299809626,60.1
137.791,123.99884955942721,58.845
137.764,123.78253064930725,58.385
137.776,123.98315634865709,59.075
137.932,124.30992971125143,59.885
137.963,124.66837246259743,60.395
138.005,123.93153301420045,59.77
138.032,124.20989782148054,59.255
138.154,124.42312506270213,58.855
138.125,124.16125597512593,58.015
137.627,122.98452731641767,53.39
137.476,122.9592160436378,53.995
137.37,122.95332388687869,53.59
137.456,123.11102852946888,54.575
137.458,122.94175458341246,54.535
137.286,123.29660647812182,55.005
137.236,123.0336764737469,54.705
137.28,123.02358988992671,54.605
137.227,122.86484074526518,53.735
137.148,122.7662272936003,53.615
137.187,122.72007242703643,53.155
137.069,122.27238770978778,51.64
136.247,122.2381247813448,50.865
135.433,121.96253281352533,49.728
135.254,122.3043843689751,50.735
134.754,117.17171611158176,51.345
134.733,122.6658592235441,52.775
134.626,122.42734734303193,51.96
134.731,122.05836223443126,50.005
134.822,121.71616484034783,48.495
134.848,121.5515878870616,48.733
134.863,121.12276227587162,46.91
135.296,121.26349294206338,47.603
134.839,121.69629604624657,48.703
134.198,121.49153577340034,47.828
133.727,121.32056503566008,46.998
133.476,121.38503132703453,47.655
133.821,121.65433709493703,48.56
133.615,121.61524735741759,47.692
132.613,121.89575762538341,48.023
132.739,121.71705029901955,48.395
132.492,121.38003258959928,47.163
132.779,121.39036742110267,47.303
133.205,121.5653451387009,47.02
133.279,121.30430813036227,45.303
132.859,120.6818914366428,43.39
132.376,120.54625884517316,43.398
132.303,120.59383017791691,44.17
132.731,120.68177012681895,44.653
134.507,121.71738549025224,48.998
134.867,121.9985006536898,50.815
135.132,121.84047125236012,49.88
135.147,121.60757044937037,48.773
135.303,121.49441359661974,47.748
135.223,121.60279216458832,48.263
134.972,121.19492982408158,46.553
133.986,120.95109780787966,44.853
132.686,120.77204347943356,43.87
132.62,120.9017810635793,44.41
132.537,121.0806630976495,45.815
132.216,120.90017124894833,44.693
131.511,120.05462953432402,41.36
131.021,120.5009376678007,43.135
131.606,120.9058407836803,44.918
132.821,121.29243158386286,47.55
133.93,121.39915911507772,47.158
133.611,120.9619629940556,45.103
133.0,120.95497106070273,45.165
132.007,120.57145837497306,43.23
132.101,120.8887909060932,45.003
131.791,120.60609557823845,43.375
131.965,120.09664837521734,41.195
131.524,119.7637118643951,39.94
129.989,119.4812152800617,38.993
128.668,118.46485012734827,34.995
126.455,118.21694101511613,32.863
126.175,118.20060770997074,32.805
123.435,117.93338617684155,32.12
122.702,117.8231271702531,30.848
120.192,117.85685502738667,32.182
118.675,118.1061856791715,33.828
120.809,117.85988790251525,33.263
121.251,117.98891048522219,33.245
121.28,118.10447714694772,32.873
120.899,117.3028964730064,29.81
118.789,116.83850875504318,28.373
117.372,116.6718396253519,27.563
115.859,116.86430755815452,28.298
115.122,117.15755878402229,30.08
115.045,117.53785608957757,30.99
115.101,117.09789008749668,29.723
115.406,117.92198170864403,32.028
116.081,118.12398659839373,33.598
116.691,118.70270956592874,35.628
116.247,118.08601312195673,33.128
114.883,117.50986227342985,30.655
113.608,117.42318669601521,30.758
113.4,117.97107721462146,32.715
112.962,117.91772849556061,32.895
111.75,117.63025405543122,31.033
108.272,117.5227039811222,30.563
107.051,117.83831614518924,31.84
107.051,118.24304985359312,33.508
107.768,118.74103717526292,35.905
108.192,118.80053427651109,35.828
108.405,118.24865861592556,33.408
108.124,118.43619149383873,34.238
108.014,118.95081336895835,36.13
104.626,117.93795927950978,32.528
103.893,118.34721269906608,34.128
104.203,118.54958619418713,35.21
105.823,119.00803887510139,37.013
106.607,118.79919251059592,36.135
107.248,118.65105952533746,36.473
106.741,118.32634949602412,34.875
105.773,118.01970492674403,33.45
104.324,117.55338852680245,31.798
104.105,117.87671639408619,32.983
104.842,118.26430139570122,35.858
105.67,118.03252865990652,34.647
106.682,118.24096950152715,35.675
107.133,118.42250319668227,36.245
108.179,118.30174400024026,36.253
108.904,117.94833417840283,34.263
109.904,117.70979807121692,33.26
110.864,117.57477309615477,32.433
110.965,117.53947218426643,32.055
111.214,117.64832851841167,33.148
111.219,117.36378995972323,31.693
111.149,117.71437905776293,32.86
111.673,118.12021200451306,34.603
112.789,118.38129382893581,34.96
114.497,118.02319324824145,34.283
116.735,118.65236959233206,37.073
118.379,118.25035816899762,35.14
118.027,117.7702041521166,32.487
115.454,117.32626013347556,30.58
115.575,116.84654766815844,29.203
115.027,116.78178679774469,28.895
115.369,116.70106511643652,28.563
115.433,116.58135447757195,27.697
115.578,116.90952474296108,28.908
114.939,116.42565221890925,27.59
114.563,116.39177111924386,27.175
114.955,116.75289494317316,28.845
115.096,116.8291063448221,28.365
114.322,116.5861032234488,27.35
113.989,116.32427491480937,26.963
113.004,116.04602639030968,25.703
112.493,116.03310576443714,25.193
111.245,115.65334467781977,23.445
109.725,110.20271147919959,22.385
107.66,115.19456803737438,21.87
106.373,115.37969470413162,22.413
105.116,115.69586133352495,23.195
104.834,116.05191470722745,23.683
104.261,115.77134059818599,23.163
104.668,116.09111380851351,24.83
105.295,116.2414234975243,23.998
106.288,116.5206241975397,25.395
107.333,116.906212736459,26.998
108.191,116.91724895994653,27.098
109.087,116.88500556410493,27.083
108.543,116.44217888575791,25.078
108.206,116.76112019566943,26.718
107.919,116.3421764029149,24.43
107.474,116.33978154453351,24.723
106.892,116.29446802915301,24.083
106.443,116.23804840763074,24.098
106.128,116.56131196574974,24.485
106.463,116.29390732007384,23.468
105.991,116.10344192455821,23.628
105.93,116.48021612521786,24.917
106.08,116.7620475793995,25.848
106.5,116.70621144452662,25.697
106.357,116.66501000115494,25.008
106.0,116.71662644401276,25.483
105.808,116.80022270140888,25.87
